scan_index,scan_start_stamp,scan_end_stamp,reference_stamp,status,reason,point_count_in,point_count_out,coverage_begin_stamp,coverage_end_stamp,max_state_gap_sec,max_gap_gate_sec,max_velocity_norm_mps,max_acc_world_norm_mps2,max_gyro_norm_radps,coverage_gate_passed,point_count_preserved,reference_equals_selected_boundary,ndt_stamp_matches_reference,future_measurement_csv_field,current_scan_ndt_leakage_csv_field,future_imu_evidence,current_ndt_evidence,csv_zero_fields_are_independent_counters
1608,1660857554.6656189,1660857554.7664504,1660857554.6656189,PUBLISHED,covered_and_deskewed,23030,23030,1660857552.7669921,1660857554.76688,0.0050082206726074219,0.02,3.9838968279211651,5.4508189546719228,0.20991048155638142,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1609,1660857554.766479,1660857554.8673172,1660857554.766479,PUBLISHED,covered_and_deskewed,23059,23059,1660857552.871984,1660857554.8718719,0.0050079822540283203,0.02,4.2836341783502787,17.318507454430591,0.87799816229388983,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1610,1660857554.8673379,1660857554.9681752,1660857554.8673379,PUBLISHED,covered_and_deskewed,22817,22817,1660857552.9719839,1660857554.9718721,0.0050082206726074219,0.02,4.2232999381486209,8.7836125248930017,0.54657375891570015,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1611,1660857554.9681981,1660857555.0689793,1660857554.9681981,PUBLISHED,covered_and_deskewed,23031,23031,1660857553.0719359,1660857555.0718241,0.0099999904632568359,0.02,4.0929860953931314,5.8609507395373237,0.28095713939111888,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1612,1660857555.0690019,1660857555.1698391,1660857555.0690019,PUBLISHED,covered_and_deskewed,22866,22866,1660857553.171936,1660857555.171824,0.0050079822540283203,0.02,4.5036536006416013,11.669046423706018,0.65663149155301892,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1613,1660857555.169862,1660857555.2706993,1660857555.169862,PUBLISHED,covered_and_deskewed,22769,22769,1660857553.2719359,1660857555.2718239,0.0050082206726074219,0.02,4.361887170887897,10.863775813506225,0.55069430289643817,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1614,1660857555.2707219,1660857555.3715591,1660857555.2707219,PUBLISHED,covered_and_deskewed,22886,22886,1660857553.3719361,1660857555.371824,0.0050082206726074219,0.02,3.655466889497891,5.3406785977720475,0.26159376429887204,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1615,1660857555.371582,1660857555.4724193,1660857555.371582,PUBLISHED,covered_and_deskewed,22862,22862,1660857553.476944,1660857555.4768319,0.0050079822540283203,0.02,3.4437356291556052,17.009260225155913,0.77273988039826824,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1616,1660857555.4724419,1660857555.5732791,1660857555.4724419,PUBLISHED,covered_and_deskewed,22717,22717,1660857553.5769441,1660857555.5768321,0.0050082206726074219,0.02,2.9777422202917925,9.2575059052619295,0.62636918697025834,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1617,1660857555.573302,1660857555.6741393,1660857555.573302,PUBLISHED,covered_and_deskewed,22967,22967,1660857553.676944,1660857555.676832,0.0050079822540283203,0.02,2.6507873671056883,5.9586792457942241,0.35616310176744664,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1618,1660857555.6741619,1660857555.7750013,1660857555.6741619,PUBLISHED,covered_and_deskewed,22882,22882,1660857553.7769439,1660857555.7768321,0.0050082206726074219,0.02,2.9588970874744578,17.129649019702661,0.98276598973843965,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1619,1660857555.775022,1660857555.8758614,1660857555.775022,PUBLISHED,covered_and_deskewed,22946,22946,1660857553.8769441,1660857555.876832,0.0050082206726074219,0.02,2.7257173684511193,12.569294102992671,0.75470220060443938,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1620,1660857555.8758819,1660857555.9767213,1660857555.8758819,PUBLISHED,covered_and_deskewed,23183,23183,1660857553.976944,1660857555.9768319,0.0050079822540283203,0.02,2.792165443836871,5.9393601148526063,0.2728630217149563,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1621,1660857555.976742,1660857556.0775254,1660857555.976742,PUBLISHED,covered_and_deskewed,23015,23015,1660857554.081872,1660857556.0817599,0.0050079822540283203,0.02,3.2439960342137426,18.36093399106457,0.93566664928974508,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1622,1660857556.0775459,1660857556.1783853,1660857556.0775459,PUBLISHED,covered_and_deskewed,22977,22977,1660857554.1818719,1660857556.1817601,0.0050082206726074219,0.02,3.1290223514725342,10.063992806994278,0.67691390089441594,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1623,1660857556.178406,1660857556.2792454,1660857556.178406,PUBLISHED,covered_and_deskewed,23330,23330,1660857554.281872,1660857556.28176,0.0050079822540283203,0.02,3.0385782896620537,6.3526290323879664,0.39511463739425307,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1624,1660857556.2792661,1660857556.3801053,1660857556.2792661,PUBLISHED,covered_and_deskewed,23199,23199,1660857554.3818719,1660857556.3817599,0.0050082206726074219,0.02,3.3168101361711844,18.493753671630227,0.90125996475843617,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1625,1660857556.380126,1660857556.4809654,1660857556.380126,PUBLISHED,covered_and_deskewed,23123,23123,1660857554.4818721,1660857556.48176,0.0050082206726074219,0.02,2.9087353386170909,11.748723624136725,0.76039238770502793,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1626,1660857556.4809861,1660857556.5818253,1660857556.4809861,PUBLISHED,covered_and_deskewed,23371,23371,1660857554.58688,1660857556.5867679,0.0099999904632568359,0.02,2.9465851805587873,5.6958983023526422,0.2715196887933502,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1627,1660857556.581846,1660857556.6826854,1660857556.581846,PUBLISHED,covered_and_deskewed,23335,23335,1660857554.6868801,1660857556.6867681,0.0050082206726074219,0.02,3.1070019034537419,11.725514801785382,0.54386493573976491,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1628,1660857556.6827061,1660857556.7835443,1660857556.6827061,PUBLISHED,covered_and_deskewed,23102,23102,1660857554.78688,1660857556.786768,0.0050079822540283203,0.02,2.8680190530220346,8.2159605579670281,0.53722519203179087,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
